alpha,N,m,T_over_tau,nsubs,R,meanV,varV,edf,edf_se,meanW,B,B_se
-1,1024,16,6.393750e+01,961,3000,1.6734510284e+00,8.8136812199e-02,63.547530,1.561810,1.2936768311e+00,1.293562,0.002208
-1,1024,32,3.196875e+01,897,3000,1.6749444054e+00,1.8726492083e-01,29.962245,0.750032,1.2950618890e+00,1.293332,0.003166
-1,1024,64,1.598438e+01,769,3000,1.6552842801e+00,4.1557519873e-01,13.186379,0.405004,1.2941027754e+00,1.279098,0.004911
-1,1024,128,7.992188e+00,513,3000,1.4730322070e+00,9.1626492128e-01,4.736237,0.186961,1.2854327440e+00,1.145943,0.006298
-1,2048,1,2.047000e+03,2045,3000,2.3372368001e+00,6.5908432994e-03,1657.656118,43.769133,2.7689699290e+00,0.844082,0.000184
-1,2048,2,1.023500e+03,2041,3000,1.9666356978e+00,6.5466144355e-03,1181.574387,31.848550,1.6211615203e+00,1.213103,0.000444
-1,2048,4,5.117500e+02,2033,3000,1.7324590117e+00,1.1196738657e-02,536.122941,13.768882,1.3649548979e+00,1.269243,0.000698
-1,2048,8,2.558750e+02,2017,3000,1.6836698308e+00,2.2334062023e-02,253.849398,6.689063,1.3077918135e+00,1.287414,0.001052
-1,2048,16,1.279375e+02,1985,3000,1.6769113552e+00,4.4970237842e-02,125.061900,3.374661,1.2973382578e+00,1.292578,0.001529
-1,2048,32,6.396875e+01,1921,3000,1.6786595484e+00,9.1023622146e-02,61.915749,1.599486,1.2966071315e+00,1.294655,0.002157
-1,2048,64,3.198438e+01,1793,3000,1.6801939589e+00,1.9858247917e-01,28.432032,0.760741,1.3009118182e+00,1.291551,0.003259
-1,2048,128,1.599219e+01,1537,3000,1.6510071412e+00,4.3182202844e-01,12.624759,0.352170,1.2955910514e+00,1.274327,0.004836
-1,2048,256,7.996094e+00,1025,3000,1.4817957221e+00,9.3430177184e-01,4.700234,0.145665,1.2878894459e+00,1.150561,0.006317
-1,4096,1,4.095000e+03,4093,3000,2.3396549677e+00,3.1274007051e-03,3500.661338,90.116195,2.7721382690e+00,0.843989,0.000137
-1,4096,2,2.047500e+03,4089,3000,1.9681025148e+00,3.4420869078e-03,2250.627374,57.530041,1.6222139049e+00,1.213220,0.000307
-1,4096,4,1.023750e+03,4081,3000,1.7334719319e+00,5.7935559556e-03,1037.333535,27.237412,1.3663794804e+00,1.268661,0.000488
-1,4096,8,5.118750e+02,4065,3000,1.6822358315e+00,1.1192735590e-02,505.670373,13.188510,1.3078595807e+00,1.286251,0.000728
-1,4096,16,2.559375e+02,4033,3000,1.6722301256e+00,2.1811893732e-02,256.406310,6.820626,1.2963072251e+00,1.289995,0.001054
-1,4096,32,1.279688e+02,3969,3000,1.6679452272e+00,4.3916820516e-02,126.695933,3.270939,1.2895831014e+00,1.293399,0.001544
-1,4096,64,6.398438e+01,3841,3000,1.6686977831e+00,8.9159761958e-02,62.462084,1.613966,1.2904467507e+00,1.293116,0.002146
-1,4096,128,3.199219e+01,3585,3000,1.6617719257e+00,1.8593884104e-01,29.703164,0.847300,1.2883521722e+00,1.289843,0.003145
-1,4096,256,1.599609e+01,3073,3000,1.6329610349e+00,4.0181192928e-01,13.272686,0.380841,1.2820680165e+00,1.273693,0.004971
-1,4096,512,7.998047e+00,2049,3000,1.4506190472e+00,8.3348483395e-01,5.049392,0.152393,1.2720079261e+00,1.140417,0.005884
-1,8192,1,8.191000e+03,8189,3000,2.3376503419e+00,1.6363171433e-03,6679.156475,169.658022,2.7695599405e+00,0.844051,0.000095
-1,8192,2,4.095500e+03,8185,3000,1.9675270398e+00,1.7675010250e-03,4380.379528,112.158855,1.6210967962e+00,1.213701,0.000220
-1,8192,4,2.047750e+03,8177,3000,1.7348030958e+00,2.9083800819e-03,2069.565666,55.945892,1.3677195605e+00,1.268391,0.000347
-1,8192,8,1.023875e+03,8161,3000,1.6827719796e+00,5.3736543129e-03,1053.927689,28.194358,1.3091796605e+00,1.285364,0.000510
-1,8192,16,5.119375e+02,8129,3000,1.6714318038e+00,1.0816173463e-02,516.575346,14.235158,1.2937273877e+00,1.291951,0.000740
-1,8192,32,2.559688e+02,8065,3000,1.6707739219e+00,2.1895594498e-02,254.981476,6.671341,1.2929238873e+00,1.292245,0.001109
-1,8192,64,1.279844e+02,7937,3000,1.6695145327e+00,4.4038115661e-02,126.584834,3.094978,1.2886706396e+00,1.295532,0.001588
-1,8192,128,6.399219e+01,7681,3000,1.6744003171e+00,9.4395820092e-02,59.401283,1.675534,1.2899751426e+00,1.298010,0.002133
-1,8192,256,3.199609e+01,7169,3000,1.6833746298e+00,1.9897298587e-01,28.483768,0.753288,1.2965671237e+00,1.298332,0.003227
-1,8192,512,1.599805e+01,6145,3000,1.6683250353e+00,4.4640237485e-01,12.469953,0.379699,1.3081155162e+00,1.275365,0.004877
-1,8192,1024,7.999023e+00,4097,3000,1.4835547095e+00,9.3834348917e-01,4.691106,0.154241,1.2842123694e+00,1.155225,0.006242
-1,16384,1,1.638300e+04,16381,3000,2.3382422835e+00,8.0789037636e-04,13534.947653,347.900090,2.7701637256e+00,0.844081,0.000066
-1,16384,2,8.191500e+03,16377,3000,1.9676744106e+00,8.1223525111e-04,9533.549746,253.091030,1.6218704509e+00,1.213213,0.000157
-1,16384,4,4.095750e+03,16369,3000,1.7335522989e+00,1.3991654029e-03,4295.708809,107.945159,1.3661529802e+00,1.268930,0.000256
-1,16384,8,2.047875e+03,16353,3000,1.6832192087e+00,2.7689199947e-03,2046.449092,51.555849,1.3088944096e+00,1.285985,0.000365
-1,16384,16,1.023938e+03,16321,3000,1.6729247944e+00,5.5438925212e-03,1009.643443,26.442880,1.2956634282e+00,1.291172,0.000538
-1,16384,32,5.119688e+02,16257,3000,1.6714357139e+00,1.1274527358e-02,495.576845,12.574218,1.2921652123e+00,1.293515,0.000745
-1,16384,64,2.559844e+02,16129,3000,1.6720500576e+00,2.1950997275e-02,254.726595,6.966940,1.2929479472e+00,1.293208,0.001079
-1,16384,128,1.279922e+02,15873,3000,1.6698862858e+00,4.5482441862e-02,122.619635,3.287277,1.2906347994e+00,1.293849,0.001479
-1,16384,256,6.399609e+01,15361,3000,1.6686727781e+00,9.1649406492e-02,60.763489,1.507362,1.2876774660e+00,1.295878,0.002214
-1,16384,512,3.199805e+01,14337,3000,1.6689870283e+00,1.9360416687e-01,28.775390,0.763543,1.2892821377e+00,1.294509,0.003227
-1,16384,1024,1.599902e+01,12289,3000,1.6462026418e+00,4.2240667515e-01,12.831157,0.372474,1.2880031689e+00,1.278104,0.005022
-1,16384,2048,7.999512e+00,8193,3000,1.4744243584e+00,9.2287844744e-01,4.711189,0.155103,1.2785733428e+00,1.153179,0.006049
-1,32768,1,3.276700e+04,32765,3000,2.3380856917e+00,4.0190236271e-04,27203.844560,710.099283,2.7700651835e+00,0.844054,0.000046
-1,32768,2,1.638350e+04,32761,3000,1.9674979528e+00,4.2276022983e-04,18313.208865,497.293237,1.6214682753e+00,1.213405,0.000105
-1,32768,4,8.191750e+03,32753,3000,1.7339191022e+00,6.9054267973e-04,8707.573163,227.261918,1.3664553310e+00,1.268918,0.000173
-1,32768,8,4.095875e+03,32737,3000,1.6837017715e+00,1.3380461544e-03,4237.300255,109.839098,1.3091981946e+00,1.286056,0.000260
-1,32768,16,2.047938e+03,32705,3000,1.6734973127e+00,2.6650920062e-03,2101.685982,52.975653,1.2963629477e+00,1.290917,0.000382
-1,32768,32,1.023969e+03,32641,3000,1.6707088362e+00,5.4241065715e-03,1029.208397,26.784033,1.2921234720e+00,1.292995,0.000540
-1,32768,64,5.119844e+02,32513,3000,1.6698473639e+00,1.1176791718e-02,498.960755,13.254305,1.2904602189e+00,1.293994,0.000725
-1,32768,128,2.559922e+02,32257,3000,1.6702219066e+00,2.1234924467e-02,262.740866,6.976633,1.2896657131e+00,1.295081,0.001084
-1,32768,256,1.279961e+02,31745,3000,1.6723718445e+00,4.1952749866e-02,133.332265,3.411278,1.2913937689e+00,1.295013,0.001531
-1,32768,512,6.399805e+01,30721,3000,1.6728494660e+00,9.1690320568e-02,61.040802,1.659688,1.2918570369e+00,1.294918,0.002219
-1,32768,1024,3.199902e+01,28673,3000,1.6717705264e+00,1.9933874032e-01,28.040878,0.725989,1.2914490096e+00,1.294492,0.003323
-1,32768,2048,1.599951e+01,24577,3000,1.6486701560e+00,4.3759268993e-01,12.423029,0.392855,1.2901843134e+00,1.277856,0.004907
-1,32768,4096,7.999756e+00,16385,3000,1.4965237475e+00,9.7605800204e-01,4.589037,0.176790,1.3021743439e+00,1.149250,0.006379
-2,1024,1,1.023000e+03,1021,3000,1.0227336162e+01,2.0880445003e-01,1001.879078,25.824279,8.4850318754e+00,1.205339,0.000668
-2,1024,2,5.115000e+02,1017,3000,1.9934433278e+01,1.7891114589e+00,444.222330,11.590886,1.0484556279e+01,1.901314,0.001767
-2,1024,4,2.557500e+02,1009,3000,3.7953658801e+01,1.4043113681e+01,205.151115,5.499474,1.8283147253e+01,2.075882,0.002956
-2,1024,8,1.278750e+02,993,3000,7.4954897942e+01,1.1388737623e+02,98.663029,2.521904,3.5433371419e+01,2.115376,0.004452
-2,1024,16,6.393750e+01,961,3000,1.4795235002e+02,9.2674673285e+02,47.240302,1.304089,7.0550060656e+01,2.097126,0.006288
-2,1024,32,3.196875e+01,897,3000,2.8568895603e+02,7.4447144368e+03,21.926477,0.673416,1.4009673564e+02,2.039226,0.008958
-2,1024,64,1.598438e+01,769,3000,5.1818255509e+02,5.5296852706e+04,9.711698,0.348531,2.7587723662e+02,1.878308,0.011637
-2,1024,128,7.992188e+00,513,3000,7.6422344437e+02,3.0698505310e+05,3.804990,0.154252,5.4609991544e+02,1.399421,0.010102
-2,2048,1,2.047000e+03,2045,3000,1.0232098522e+01,1.0446217572e-01,2004.473666,53.029959,8.4904821736e+00,1.205126,0.000477
-2,2048,2,1.023500e+03,2041,3000,1.9959782051e+01,8.9843974165e-01,886.855024,22.393974,1.0465361109e+01,1.907223,0.001258
-2,2048,4,5.117500e+02,2033,3000,3.8127923340e+01,6.9438509867e+00,418.712481,11.058952,1.8297768266e+01,2.083747,0.002128
-2,2048,8,2.558750e+02,2017,3000,7.5583209928e+01,5.5649941275e+01,205.312764,5.506504,3.5520584711e+01,2.127871,0.003180
-2,2048,16,1.279375e+02,1985,3000,1.5038259413e+02,4.6377641118e+02,97.525118,2.746945,7.0480768241e+01,2.133668,0.004526
-2,2048,32,6.396875e+01,1921,3000,2.9772101921e+02,3.8532938798e+03,46.006252,1.408019,1.3977683069e+02,2.129974,0.006638
-2,2048,64,3.198438e+01,1793,3000,5.8105701525e+02,3.1872480707e+04,21.186130,0.696482,2.7990596897e+02,2.075901,0.009757
-2,2048,128,1.599219e+01,1537,3000,1.0739742396e+03,2.5842414509e+05,8.926570,0.303751,5.6022986294e+02,1.917024,0.012679
-2,2048,256,7.996094e+00,1025,3000,1.6218550249e+03,1.4614530348e+06,3.599724,0.145119,1.1454002520e+03,1.415972,0.010793
-2,4096,1,4.095000e+03,4093,3000,1.0229487044e+01,5.2736236489e-02,3968.520022,107.218553,8.4840491107e+00,1.205732,0.000339
-2,4096,2,2.047500e+03,4089,3000,1.9975708675e+01,4.5228772933e-01,1764.491545,47.935049,1.0463969010e+01,1.908999,0.000922
-2,4096,4,1.023750e+03,4081,3000,3.8187375169e+01,3.6153375829e+00,806.716158,21.369357,1.8317023589e+01,2.084802,0.001481
-2,4096,8,5.118750e+02,4065,3000,7.5775231860e+01,2.8418580396e+01,404.093778,10.837582,3.5492052983e+01,2.134992,0.002286
-2,4096,16,2.559375e+02,4033,3000,1.5137704545e+02,2.3156157719e+02,197.917203,5.257762,7.0448405423e+01,2.148765,0.003213
-2,4096,32,1.279688e+02,3969,3000,3.0189916001e+02,1.9064770236e+03,95.614163,2.483330,1.4075653317e+02,2.144832,0.004513
-2,4096,64,6.398438e+01,3841,3000,5.9796140862e+02,1.5462247675e+04,46.249142,1.236572,2.8194876736e+02,2.120816,0.006529
-2,4096,128,3.199219e+01,3585,3000,1.1591079782e+03,1.2394823971e+05,21.678909,0.594986,5.6705353041e+02,2.044089,0.008916
-2,4096,256,1.599609e+01,3073,3000,2.1108483987e+03,9.6059260298e+05,9.276942,0.286894,1.1228925967e+03,1.879831,0.011526
-2,4096,512,7.998047e+00,2049,3000,3.1182181419e+03,4.9501581387e+06,3.928474,0.129874,2.2385095358e+03,1.392989,0.009859
-2,8192,1,8.191000e+03,8189,3000,1.0224020847e+01,2.6722717235e-02,7823.351298,201.665818,8.4783407577e+00,1.205899,0.000244
-2,8192,2,4.095500e+03,8185,3000,1.9965879819e+01,2.3097345987e-01,3451.793614,91.809930,1.0463779190e+01,1.908095,0.000658
-2,8192,4,2.047750e+03,8177,3000,3.8152758896e+01,1.8306243255e+00,1590.313197,42.846451,1.8297721725e+01,2.085110,0.001082
-2,8192,8,1.023875e+03,8161,3000,7.5728811224e+01,1.4654793638e+01,782.658970,20.707642,3.5441822552e+01,2.136708,0.001592
-2,8192,16,5.119375e+02,8129,3000,1.5140074900e+02,1.1834233515e+02,387.387772,9.682614,7.0345780176e+01,2.152236,0.002316
-2,8192,32,2.559688e+02,8065,3000,3.0276057307e+02,9.5322843774e+02,192.323185,5.013208,1.4021955577e+02,2.159189,0.003310
-2,8192,64,1.279844e+02,7937,3000,6.0441657852e+02,7.8139907894e+03,93.503924,2.538749,2.8107829097e+02,2.150350,0.004651
-2,8192,128,6.399219e+01,7681,3000,1.1990963883e+03,6.4495243271e+04,44.587231,1.247122,5.6322872346e+02,2.128969,0.006495
-2,8192,256,3.199609e+01,7169,3000,2.3383941596e+03,5.1838923899e+05,21.096454,0.587595,1.1301672645e+03,2.069069,0.008989
-2,8192,512,1.599805e+01,6145,3000,4.2877550644e+03,3.9006192038e+06,9.426628,0.295202,2.2692504401e+03,1.889503,0.011940
-2,8192,1024,7.999023e+00,4097,3000,6.3125063149e+03,2.0372730258e+07,3.911870,0.142550,4.5004503541e+03,1.402639,0.010128
-2,16384,1,1.638300e+04,16381,3000,1.0227436873e+01,1.3102174156e-02,15966.886678,406.948181,8.4819524659e+00,1.205788,0.000174
-2,16384,2,8.191500e+03,16377,3000,1.9970434446e+01,1.0999791504e-01,7251.378389,184.863340,1.0463392453e+01,1.908600,0.000444
-2,16384,4,4.095750e+03,16369,3000,3.8171482467e+01,8.4821208247e-01,3435.607919,87.935590,1.8305056095e+01,2.085297,0.000753
-2,16384,8,2.047875e+03,16353,3000,7.5774607258e+01,6.8590732149e+00,1674.217762,42.658413,3.5462962882e+01,2.136725,0.001097
-2,16384,16,1.023938e+03,16321,3000,1.5146802808e+02,5.5681089575e+01,824.070208,20.900813,7.0410799821e+01,2.151204,0.001560
-2,16384,32,5.119688e+02,16257,3000,3.0277364907e+02,4.5195579128e+02,405.667476,10.675837,1.4031518837e+02,2.157811,0.002327
-2,16384,64,2.559844e+02,16129,3000,6.0465811318e+02,3.6848745818e+03,198.439011,5.253241,2.8038861162e+02,2.156500,0.003311
-2,16384,128,1.279922e+02,15873,3000,1.2041464334e+03,2.9984128762e+04,96.715742,2.524230,5.6069517034e+02,2.147596,0.004636
-2,16384,256,6.399609e+01,15361,3000,2.3818400713e+03,2.4810820829e+05,45.731354,1.195347,1.1232940067e+03,2.120407,0.006502
-2,16384,512,3.199805e+01,14337,3000,4.6310474132e+03,2.0334065152e+06,21.094257,0.570672,2.2444475218e+03,2.063335,0.009070
-2,16384,1024,1.599902e+01,12289,3000,8.5199285827e+03,1.5537094403e+07,9.343984,0.300702,4.4718408026e+03,1.905240,0.012166
-2,16384,2048,7.999512e+00,8193,3000,1.2786628041e+04,8.6644548373e+07,3.773991,0.167170,9.0125043015e+03,1.418765,0.010459
-2,32768,1,3.276700e+04,32765,3000,1.0229304643e+01,6.0960697146e-03,34329.880849,875.383648,8.4841467820e+00,1.205696,0.000121
-2,32768,2,1.638350e+04,32761,3000,1.9973926381e+01,5.0817289246e-02,15701.653551,406.015824,1.0461673877e+01,1.909248,0.000327
-2,32768,4,8.191750e+03,32753,3000,3.8191424823e+01,4.0905600465e-01,7131.468129,188.802637,1.8306544629e+01,2.086217,0.000535
-2,32768,8,4.095875e+03,32737,3000,7.5844062258e+01,3.4023318323e+00,3381.399619,86.192757,3.5470763524e+01,2.138213,0.000802
-2,32768,16,2.047938e+03,32705,3000,1.5171379757e+02,2.8587752264e+01,1610.275349,41.902404,7.0455312549e+01,2.153334,0.001142
-2,32768,32,1.023969e+03,32641,3000,3.0345265884e+02,2.3299799140e+02,790.423262,21.469768,1.4058652702e+02,2.158476,0.001624
-2,32768,64,5.119844e+02,32513,3000,6.0640289221e+02,1.9037891423e+03,386.307979,10.149084,2.8101624661e+02,2.157893,0.002215
-2,32768,128,2.559922e+02,32257,3000,1.2094845879e+03,1.5090003860e+04,193.883710,4.878756,5.6169228306e+02,2.153287,0.003140
-2,32768,256,1.279961e+02,31745,3000,2.4054674484e+03,1.1880565472e+05,97.407378,2.456638,1.1210667137e+03,2.145695,0.004535
-2,32768,512,6.399805e+01,30721,3000,4.7563319758e+03,9.5243115648e+05,47.505153,1.199726,2.2406480945e+03,2.122748,0.006508
-2,32768,1024,3.199902e+01,28673,3000,9.2418642076e+03,7.7049923770e+06,22.170575,0.613468,4.4631712663e+03,2.070695,0.009182
-2,32768,2048,1.599951e+01,24577,3000,1.7070711171e+04,6.2490812731e+07,9.326465,0.287194,8.9634320270e+03,1.904484,0.012281
-2,32768,4096,7.999756e+00,16385,3000,2.5677047338e+04,3.6404711817e+08,3.622118,0.134330,1.8318768229e+04,1.401680,0.010201
